CNT,ST004D01T,ST062Q01TA,ST062Q02TA,ST294Q02JA,ST295Q02JA,ST296Q04JA,RELATST,BELONG,PERSEVAGR,CURIOAGR,GROSAGR,FAMSUP,DISCLIM,TEACHSUP,MATHEFF,ANXMAT,MATHPERS,HISCED,HISEI,HOMEPOS,ESCS,top_10_percent
DEU,2.0,1.0,1.0,3.0,4.0,3.0,-0.2016,0.7289,-0.5855,-0.3707,-0.0737,-0.0017,0.4375,0.4357,-0.4587,-0.5006,0.4047,7.0,25.95,0.9207,-0.0818,0
DEU,2.0,1.0,1.0,2.0,4.0,1.0,0.8915,0.483,0.1885,0.8765,0.1163,0.9072,-0.33,-0.8059,1.1571,-2.3755,-0.31,9.0,76.49,0.2644,0.8484,1
DEU,2.0,1.0,1.0,1.0,1.0,,1.0785,0.5274,,,1.8521,,0.2139,0.1475,-3.4478,-0.2758,-2.6559,,33.83,-1.0313,-0.4708,0
DEU,1.0,1.0,1.0,4.0,3.0,5.0,-0.5576,-1.3798,-0.7379,0.2912,-0.0737,-0.5564,-0.3364,1.5558,-0.2495,0.7889,-0.2818,9.0,65.42,0.1065,0.5725,0
DEU,1.0,1.0,2.0,4.0,6.0,2.0,-1.3207,-1.3342,0.8033,-0.3178,0.657,-0.3159,-0.4735,0.8211,-0.3088,0.3378,0.5536,3.0,26.64,0.1618,-1.321,0
DEU,1.0,1.0,1.0,1.0,2.0,2.0,-1.5332,-0.9537,-0.7385,-0.6844,-0.7631,-2.9257,-0.8779,-0.1002,-1.2318,2.5429,-1.2489,5.0,22.77,0.9148,-0.5675,0
DEU,1.0,1.0,1.0,4.0,5.0,4.0,1.1046,1.5093,0.2364,-0.3452,0.1163,1.5679,1.8153,-0.1002,0.0778,-0.0575,-0.5453,8.0,19.41,0.508,-0.1262,0
DEU,2.0,,,,,,,,,,,,,,,,,,,,,0
DEU,1.0,1.0,1.0,1.0,2.0,1.0,-0.8607,0.2272,-0.0188,-0.4874,0.1163,-0.3222,-0.6497,-0.8059,-2.5626,-0.755,-0.968,8.0,39.04,-0.0445,0.0104,0
DEU,1.0,3.0,2.0,,4.0,,-1.2011,-0.8978,-1.0155,,,0.3281,-1.4918,,,,,10.0,,-1.2869,0.1578,0
DEU,1.0,1.0,1.0,5.0,,3.0,-1.2362,0.7356,-0.904,-0.4382,-1.4234,0.0363,0.6318,-1.7015,-1.6189,2.6149,0.0405,8.0,26.6,-0.3967,-0.3737,0
DEU,2.0,1.0,1.0,,,,0.2128,-0.0325,,,,,,,,,,8.0,39.02,0.8907,0.4061,0
DEU,2.0,1.0,1.0,6.0,6.0,4.0,-1.0437,0.1504,0.0029,-1.124,0.9252,-1.6105,1.843,-1.0693,-2.6342,-0.7107,-1.7989,,,-1.8105,,0
DEU,1.0,1.0,1.0,1.0,4.0,2.0,-0.6685,1.3972,-0.5635,-0.3371,-0.339,0.5249,-0.0691,0.1475,-0.0632,-0.1371,0.8213,5.0,55.25,0.4829,-0.1371,0
DEU,2.0,1.0,1.0,6.0,6.0,3.0,-0.979,0.5453,1.6213,-0.3912,-1.2038,,-0.3364,-1.7015,2.2748,-0.5006,-0.6582,9.0,74.66,1.6054,1.3817,0
DEU,1.0,1.0,1.0,2.0,4.0,5.0,1.0169,1.0491,-0.5813,1.5614,0.7558,0.7717,1.8491,0.1475,-1.251,-0.0575,2.0741,6.0,56.0,0.5244,-0.1054,0
DEU,2.0,1.0,1.0,2.0,4.0,2.0,-1.2548,0.4662,-0.7709,2.6302,0.4352,-0.4239,0.4277,-2.1346,-0.1635,2.5026,0.73,7.0,50.37,1.8601,0.7771,0
DEU,2.0,1.0,1.0,1.0,1.0,1.0,-0.857,0.3507,-0.3139,-0.7311,-0.339,-0.5489,0.2002,1.5558,2.3246,-2.3755,-0.314,3.0,,-0.293,-1.0029,0
DEU,2.0,1.0,1.0,1.0,1.0,1.0,-0.8822,0.8273,-0.8207,-0.8116,-0.7786,-0.9705,-0.3364,-0.5635,-1.7351,-1.6297,-1.1054,3.0,39.02,-0.4762,-1.3575,0
DEU,2.0,2.0,3.0,6.0,5.0,2.0,-0.8585,0.6321,4.0112,0.0434,,-0.5937,-0.5247,-0.5635,-1.7557,0.3025,-1.1369,10.0,50.9,0.1199,0.304,0
DEU,2.0,2.0,1.0,1.0,4.0,1.0,-1.1334,0.7639,-0.0376,-0.2147,-0.8467,1.6582,-0.8063,-1.0693,-0.2086,0.6566,0.6578,7.0,43.33,-0.3424,-0.2886,0
DEU,2.0,2.0,3.0,1.0,4.0,1.0,-0.6507,0.5159,-0.0887,0.3357,-0.7631,-1.0387,-0.8779,-0.5635,-0.4112,0.602,-0.743,3.0,28.48,1.2151,-0.8402,0
DEU,2.0,1.0,1.0,5.0,6.0,6.0,-1.4111,0.147,-0.1699,-0.8372,-0.9085,0.7455,-2.3913,-2.1346,-3.3915,-0.508,-0.1776,9.0,68.55,0.8074,0.9284,0
DEU,2.0,1.0,1.0,5.0,5.0,1.0,1.4224,1.4693,0.5515,0.236,0.3638,0.6224,0.3884,0.8211,2.2952,0.4067,1.3059,5.0,,1.7337,0.1016,0
DEU,2.0,1.0,1.0,4.0,6.0,3.0,-0.2956,0.6428,0.1788,0.2644,0.657,-0.7035,0.1988,0.1475,1.0655,0.1931,2.016,6.0,19.41,0.0168,-1.0112,0
DEU,2.0,1.0,1.0,1.0,6.0,2.0,-0.5976,0.3519,2.8256,-1.2091,0.7558,0.0665,1.8372,0.8211,0.4808,-0.3744,0.3175,6.0,85.85,1.377,0.8193,1
DEU,1.0,1.0,1.0,4.0,4.0,2.0,0.5732,1.4872,0.6149,0.7869,-0.2269,1.596,0.1201,0.4357,-0.6345,1.8354,0.2342,7.0,30.78,-1.266,-0.9168,0
DEU,2.0,1.0,1.0,1.0,4.0,1.0,-1.006,-0.3556,0.66,0.5258,0.2653,-1.5664,1.6396,-0.1002,2.1825,-0.9755,0.1304,9.0,27.52,-0.3892,-0.3531,0
DEU,1.0,1.0,1.0,2.0,4.0,1.0,-0.1222,0.5211,-0.245,-0.0156,-0.0737,0.0149,0.7711,-1.0693,-0.6607,-0.5191,-0.4992,7.0,52.4,0.4302,0.2099,0
DEU,2.0,1.0,1.0,1.0,6.0,3.0,1.2699,2.4581,2.0745,-0.4362,1.2661,-0.97,0.4277,0.1475,-0.2678,-2.3755,0.7144,10.0,62.45,0.6251,0.736,0
DEU,1.0,1.0,1.0,6.0,6.0,4.0,0.3725,-1.6178,2.2567,-0.2097,1.521,-0.4408,-2.4517,-0.8059,0.2004,-1.2899,2.1274,9.0,79.74,1.2631,1.3327,0
DEU,1.0,1.0,1.0,6.0,6.0,4.0,-1.2207,-1.3125,1.6864,0.6964,0.9252,,1.8514,-2.1346,-0.4597,0.1031,0.2198,7.0,56.0,0.7837,0.4276,0
DEU,2.0,1.0,1.0,4.0,6.0,4.0,0.9252,0.8452,-0.024,1.5894,0.7558,-0.2174,0.6318,1.5558,0.0268,-0.0423,0.9685,6.0,56.0,1.3382,0.2393,1
DEU,1.0,2.0,3.0,,,,,,,,,,-1.008,-0.5635,,0.5653,,10.0,,-0.9053,-0.5933,0
DEU,1.0,1.0,1.0,5.0,5.0,4.0,1.4242,0.5453,0.0559,-0.7908,-0.1927,-0.0214,0.1325,0.4357,-1.0694,-1.2756,0.1847,3.0,,-1.5008,-1.9251,0
DEU,1.0,1.0,1.0,4.0,4.0,2.0,0.5371,0.4105,-0.5572,0.4621,-0.1927,0.3103,-0.0724,-0.1002,0.4378,-0.508,0.361,10.0,81.05,0.5026,1.0353,1
DEU,1.0,1.0,1.0,4.0,4.0,4.0,-0.0708,0.3086,0.0121,1.7339,-0.2269,0.2473,-0.9755,-2.1346,-0.1246,1.8028,0.2638,9.0,17.0,0.5226,-0.1656,0
DEU,1.0,1.0,1.0,5.0,5.0,4.0,1.0923,0.7286,-0.3081,-1.2921,-1.0519,0.1293,-0.5304,-1.3627,-0.348,1.2918,-0.6593,8.0,75.13,1.038,1.1503,0
DEU,1.0,1.0,1.0,2.0,4.0,4.0,-0.8924,0.3379,-0.3177,0.6137,-0.7069,0.3742,-0.1126,-1.3627,-0.2856,2.6109,0.1124,8.0,47.42,0.5698,0.4288,0
DEU,1.0,1.0,1.0,1.0,6.0,3.0,0.1849,0.1436,1.0194,-1.3417,-1.2038,,,,,,,3.0,57.0,-1.2733,-1.3556,0
DEU,1.0,1.0,1.0,4.0,4.0,3.0,1.059,0.7289,0.1066,-0.5579,-0.1927,1.1139,-0.2771,0.8211,0.5076,0.3378,0.4635,5.0,65.12,0.9499,0.247,0
DEU,2.0,1.0,1.0,1.0,1.0,1.0,0.8676,-1.4206,-0.6439,0.5708,-0.0737,,-0.0968,,,,,6.0,54.92,-0.1982,-0.4318,0
DEU,1.0,2.0,3.0,2.0,2.0,2.0,-0.4364,0.0041,-0.6954,-1.8184,-1.0753,-0.4162,-0.5304,-0.5635,-1.3609,2.6149,-0.0369,10.0,42.3,3.27,1.4758,0
DEU,2.0,,,,,,,,,,,,,,,,,,,,,0
DEU,1.0,1.0,1.0,,4.0,2.0,0.3739,0.4745,0.8296,-0.3437,-0.6349,0.8677,0.1295,-1.7015,-0.884,-0.8811,-1.0127,6.0,57.03,0.5428,-0.0781,0
DEU,2.0,1.0,1.0,1.0,6.0,,-0.5496,0.5453,-0.1147,,,,,,,,,,17.0,-0.1776,-0.9143,0
DEU,2.0,1.0,1.0,1.0,1.0,1.0,0.3018,0.5214,0.7316,-0.481,-0.8667,1.6535,-1.0183,1.5558,,-0.508,1.8407,9.0,76.49,0.7345,1.0474,0
DEU,1.0,1.0,1.0,2.0,4.0,2.0,-0.1228,0.5214,0.2934,-0.4868,0.3361,1.8175,0.4477,-0.5635,1.9656,-0.2758,0.5937,9.0,74.66,0.8386,1.057,0
DEU,2.0,1.0,1.0,1.0,2.0,3.0,0.4099,1.4416,-0.1309,-0.593,0.7558,,0.6868,-0.3322,,,,9.0,76.49,0.8503,1.0965,0
DEU,2.0,,,4.0,4.0,1.0,-1.4365,2.4581,-0.8692,0.6234,,,-0.673,-1.7015,,,,7.0,,0.1702,0.1874,0
DEU,1.0,3.0,4.0,4.0,4.0,1.0,-0.929,-0.8336,-0.84,-0.1402,-0.5762,-0.521,-0.0522,-0.5635,-1.7831,1.0508,-0.8758,3.0,31.08,-0.316,-1.4396,0
DEU,2.0,1.0,1.0,4.0,4.0,1.0,-0.9947,0.1916,-0.2867,-2.326,-0.9963,0.3572,0.8065,-1.0693,-0.4901,0.1031,-0.1657,9.0,66.42,0.6355,0.8154,0
DEU,1.0,1.0,1.0,5.0,4.0,3.0,-1.4226,-0.0328,0.4412,1.4939,-0.9963,-0.3563,0.7631,-2.1346,,2.635,0.0723,5.0,,1.0296,0.0931,0
DEU,2.0,1.0,1.0,3.0,4.0,3.0,-0.1127,0.7639,-0.5206,-0.3964,0.043,-0.1946,0.3521,-1.0693,-0.851,0.051,-0.5924,3.0,50.37,-0.59,-1.1914,0
DEU,2.0,1.0,1.0,1.0,6.0,2.0,-0.1577,0.1426,-0.2283,-1.4665,-0.1927,,-0.5233,-0.1002,-1.1937,,,5.0,,0.2674,-0.4619,0
DEU,1.0,1.0,1.0,1.0,4.0,2.0,-0.8182,-0.1859,0.447,-1.1189,-0.164,0.0649,0.2007,-1.3627,1.9915,-1.6297,0.5522,8.0,57.38,0.9593,0.7818,1
DEU,2.0,1.0,1.0,1.0,6.0,4.0,1.1703,0.5159,0.193,-0.2662,-0.0737,0.265,0.1614,0.8211,0.5256,-0.8811,0.8814,9.0,78.69,1.2654,1.3138,0
DEU,2.0,1.0,2.0,1.0,4.0,,0.1849,-0.2069,-0.8977,-2.5844,-0.2863,,-0.9727,-0.3322,-0.6762,0.7774,-1.9846,7.0,51.57,0.4607,0.2071,0
DEU,2.0,1.0,1.0,2.0,6.0,3.0,0.7185,-0.2482,0.2498,-0.3618,-0.0737,0.3019,0.9993,0.1475,0.4929,-0.7107,0.2279,7.0,53.77,-1.6217,-0.6333,0
DEU,2.0,1.0,1.0,2.0,4.0,2.0,-0.3897,0.4722,1.015,1.333,1.521,-0.12,1.0761,0.1475,2.0122,0.133,0.4815,10.0,85.85,-0.4027,0.7425,1
DEU,2.0,4.0,4.0,3.0,4.0,2.0,-0.7854,0.3739,-0.7656,-0.6607,0.191,,0.0585,-0.8059,0.0728,-0.7107,-1.0951,9.0,74.66,1.159,1.1927,0
DEU,2.0,1.0,1.0,2.0,3.0,1.0,-0.7275,-0.8451,-0.898,-0.4518,0.3106,,-2.4616,-1.0693,,,,,,-1.9501,,0
DEU,2.0,1.0,1.0,1.0,1.0,1.0,-0.2452,0.8273,-1.5509,-1.2711,-0.6059,-0.5591,1.8372,-0.3322,-0.31,1.0161,0.4622,5.0,47.83,0.8653,-0.1153,0
DEU,2.0,1.0,1.0,3.0,3.0,2.0,-0.7606,2.4581,-0.8979,-0.0267,0.0207,-0.64,-0.6793,-0.3322,-0.5237,0.4067,-0.1825,9.0,20.91,1.7586,0.4318,0
DEU,2.0,1.0,1.0,6.0,6.0,1.0,0.8584,1.1314,0.7481,-0.811,0.2205,-0.8218,-0.9755,1.5558,-0.0961,-0.5006,-0.8112,7.0,28.48,-0.0512,-0.4457,0
DEU,2.0,1.0,1.0,6.0,4.0,1.0,0.1883,-1.5004,0.9354,0.2492,,,-0.0611,,,,,3.0,24.53,-1.5357,-2.0798,0
DEU,2.0,1.0,1.0,1.0,,1.0,-0.5222,-1.1762,-1.4657,-0.8686,-1.1252,0.0713,-1.3484,-0.5635,-2.6727,1.1287,-0.8266,3.0,31.15,-1.0693,-1.7573,0
DEU,1.0,1.0,1.0,1.0,6.0,1.0,-0.6173,-1.1679,-0.8257,-0.5811,-0.0558,-0.0477,-0.4735,0.8211,0.3747,-0.5191,-0.5416,1.0,,-0.7887,-2.6426,0
DEU,2.0,1.0,1.0,4.0,3.0,3.0,-1.6707,1.4683,-0.4398,-1.3873,0.3638,-0.083,-2.4931,-0.3322,-1.6219,0.3025,-0.2394,9.0,56.0,0.5462,0.5808,0
DEU,1.0,,,,,,,,,,,,,,,,,,,,,0
DEU,1.0,1.0,1.0,3.0,2.0,1.0,-1.0385,0.9989,-1.9889,-3.1616,1.4549,,-1.8819,1.5558,,,,1.0,28.48,-2.7065,-3.5165,0
DEU,2.0,1.0,1.0,1.0,6.0,1.0,1.3154,0.149,0.4162,0.1698,0.0207,-0.4197,-0.5562,0.1475,2.0169,-2.3558,-0.0119,9.0,79.74,0.472,0.9976,1
DEU,2.0,1.0,1.0,1.0,4.0,2.0,-0.8199,-0.0373,-0.1231,0.1718,0.7558,-0.2486,1.8372,0.4357,1.384,-2.249,0.349,8.0,57.38,0.7573,0.6963,0
DEU,2.0,1.0,1.0,4.0,4.0,3.0,0.9112,1.1314,0.8151,-1.2533,0.657,0.1134,0.757,0.8211,-0.1457,-0.508,1.0735,6.0,62.39,0.1641,-0.1373,0
DEU,1.0,1.0,1.0,2.0,3.0,2.0,-1.2301,-0.47,-1.3168,-0.0205,1.1435,-1.4592,0.1201,-0.5635,0.2999,-0.1371,-0.7021,9.0,27.52,-0.3955,-0.3558,0
DEU,2.0,1.0,1.0,3.0,3.0,1.0,0.3778,2.7308,0.6052,-0.0706,-0.339,0.142,-0.1114,0.1475,0.457,0.1748,0.3484,9.0,75.54,0.5137,0.936,0
DEU,1.0,1.0,1.0,3.0,6.0,1.0,-0.9044,-0.6137,-0.6663,-0.2707,-1.1252,-0.0196,-0.33,0.1475,-0.6065,1.4278,-0.5359,9.0,79.05,1.4739,1.4089,1
DEU,1.0,1.0,1.0,1.0,2.0,4.0,2.0346,0.094,-0.0371,-0.4734,-0.3649,-0.8268,1.8286,1.5558,-1.1937,1.4533,0.3987,8.0,65.25,-0.2109,0.4348,0
DEU,1.0,1.0,1.0,4.0,4.0,2.0,-0.5729,1.0833,3.3972,-1.3133,0.678,-0.0315,0.3658,-0.3322,-0.1531,-0.1172,-0.8984,3.0,57.03,0.3679,-0.6599,0
DEU,2.0,1.0,1.0,6.0,6.0,3.0,-0.7295,-0.4375,-0.935,0.0494,-1.0993,1.0997,0.9993,-2.1346,-0.5131,-1.299,1.5267,6.0,37.83,-0.8656,-1.0372,0
DEU,1.0,1.0,1.0,1.0,6.0,2.0,1.3993,0.2315,0.3448,0.0796,-0.2269,,1.1779,0.4357,,,,3.0,24.53,-0.9533,-1.8332,0
DEU,1.0,1.0,1.0,2.0,5.0,2.0,-0.2308,-0.3261,-0.4353,-0.4149,-0.0737,,-0.2863,-0.3322,-1.3383,0.7889,-0.4533,,61.6,-1.1212,-0.5101,0
DEU,2.0,1.0,1.0,2.0,4.0,2.0,0.8688,-0.3485,-0.7789,-1.1217,0.3638,0.1129,-0.5067,-0.5635,-0.1522,0.6566,-0.2054,3.0,43.19,0.585,-0.8293,0
DEU,2.0,1.0,1.0,1.0,1.0,1.0,0.5393,-1.0257,-0.6357,-0.3984,-4.2853,-0.3874,0.6868,-0.3322,-0.1099,-2.3558,-1.317,8.0,74.66,-0.0278,0.69,0
DEU,1.0,1.0,1.0,6.0,6.0,4.0,1.1701,0.5159,0.543,0.837,-0.6059,-0.0813,0.1085,0.8211,-2.1574,1.4278,0.4678,8.0,61.6,1.138,0.9372,0
DEU,1.0,1.0,1.0,3.0,2.0,2.0,0.0864,0.7639,-0.2476,-3.1301,0.8164,1.1762,-0.4809,-1.0693,-1.3584,-0.3794,-1.1414,6.0,,-0.5721,-1.1146,0
DEU,2.0,1.0,1.0,1.0,4.0,2.0,1.0808,-0.1671,-0.7175,3.2747,0.0207,,-2.4539,-1.3627,0.918,2.5078,0.0695,8.0,71.39,1.2139,1.1542,0
DEU,1.0,1.0,1.0,3.0,5.0,4.0,-0.5738,0.5453,0.2726,1.7716,0.7558,-0.0402,-0.5532,-1.3627,0.7737,1.1417,0.2837,3.0,,0.0072,-1.4507,0
DEU,1.0,1.0,1.0,2.0,4.0,3.0,-0.8978,-0.0267,0.7263,-0.1641,0.4068,,-0.1668,-0.8059,,,,9.0,44.94,0.6723,0.4254,0
DEU,2.0,1.0,1.0,,6.0,3.0,2.324,2.7562,0.3466,-0.0835,-0.1306,1.3134,-0.5247,0.8211,0.2278,0.4067,1.4293,3.0,31.72,-0.1707,-1.3659,0
DEU,1.0,1.0,1.0,6.0,6.0,1.0,1.3372,1.0491,2.7737,-0.5445,0.379,0.3233,-1.1698,-0.3322,-0.1612,0.1031,-0.1116,8.0,33.76,-0.3142,-0.2035,0
DEU,1.0,1.0,1.0,1.0,2.0,1.0,-0.9165,0.3084,-0.2338,-0.2806,-0.1038,-1.1579,-0.3695,-1.0693,0.7133,-0.638,-0.1389,3.0,29.81,-1.5681,-1.9939,0
DEU,1.0,1.0,1.0,2.0,4.0,1.0,0.5562,0.7356,0.0149,-0.6846,-0.339,-0.2118,-0.1354,-2.9095,-1.3646,0.8757,0.891,8.0,24.98,-0.119,-0.2866,0
DEU,2.0,1.0,1.0,1.0,3.0,1.0,-0.1782,0.7289,-0.5446,0.5024,0.5858,0.8543,0.163,0.4357,-0.7412,0.429,-0.3796,3.0,20.91,-0.9571,-1.9031,0
DEU,2.0,1.0,3.0,2.0,5.0,5.0,-0.4111,0.5159,-0.0656,-0.1682,-0.9963,-0.1845,-0.6931,-2.9095,-1.281,1.2595,-1.2843,5.0,50.37,1.1935,0.0717,0
DEU,1.0,1.0,1.0,3.0,6.0,5.0,0.6387,-0.611,1.388,-0.4289,0.7558,-0.1796,0.3926,-0.1002,0.1527,-0.3794,1.0704,9.0,75.54,1.4989,1.3532,1
DEU,1.0,1.0,1.0,5.0,5.0,3.0,-0.4897,-0.4901,-0.1116,1.655,0.9252,-0.2876,1.6491,-0.5635,-0.1612,1.9128,-0.2781,9.0,74.66,1.281,1.2444,1
DEU,1.0,1.0,1.0,1.0,4.0,4.0,0.5973,-0.913,1.6737,0.4276,1.8521,1.4815,-0.5502,1.5558,-0.0635,-2.3755,2.3505,8.0,24.98,-0.1113,-0.2834,0
DEU,2.0,1.0,1.0,2.0,2.0,1.0,0.0643,-0.7977,-0.6283,-0.9872,-0.2269,-1.1473,-1.0311,-0.5635,-1.266,0.3025,-1.0127,3.0,27.57,-0.1151,-1.4207,0
DEU,1.0,1.0,1.0,2.0,4.0,4.0,-0.7391,-0.3261,-0.0379,-0.5742,-0.26,,0.7331,0.1475,0.21,,,3.0,56.0,0.857,-0.4722,0
DEU,1.0,1.0,1.0,1.0,3.0,2.0,0.344,0.0977,0.4175,0.7728,-0.2269,,0.2007,1.5558,-0.9632,,,8.0,80.92,0.211,0.9094,0
DEU,1.0,1.0,1.0,6.0,6.0,4.0,0.7714,1.4693,-0.2222,-0.1475,0.2933,0.4636,0.9899,-1.0693,1.3559,-0.3744,1.4232,9.0,76.65,0.0744,0.7709,0
DEU,2.0,1.0,1.0,3.0,3.0,3.0,-0.5266,0.0311,0.052,-0.7113,0.1277,-0.7796,1.8217,0.4357,0.3036,1.0508,2.5919,7.0,31.08,0.1189,-0.3246,0
DEU,2.0,,,,,,,,,,,,,,,,,,,,,0
DEU,2.0,1.0,1.0,6.0,6.0,4.0,0.8349,0.0422,-0.5331,0.2812,0.4197,,0.1751,-0.3322,0.128,-0.2045,0.6489,6.0,79.74,0.4121,0.2953,0
DEU,2.0,1.0,1.0,6.0,6.0,2.0,-1.071,2.1143,0.8042,0.529,-1.2385,-0.2371,-0.5252,-2.9095,2.1958,-0.755,-0.6234,9.0,76.49,0.5942,0.988,0
DEU,2.0,1.0,1.0,4.0,4.0,3.0,0.6472,1.4872,-0.4428,-0.2181,-0.2269,-0.9575,0.3847,-0.5635,0.8115,-0.9755,-0.3802,9.0,74.66,0.9409,1.1003,0
DEU,2.0,1.0,2.0,1.0,3.0,1.0,-1.1636,0.7639,-0.6307,-0.1726,0.3361,0.1094,0.3894,-2.9095,-0.8469,1.5409,-0.2654,6.0,51.5,1.5966,0.2638,0
DEU,1.0,1.0,1.0,2.0,6.0,2.0,-0.3148,-0.0909,0.5188,0.6867,-0.0737,0.9191,-1.3599,-0.5635,-0.1612,-0.8811,0.7944,3.0,59.18,0.2408,-0.6732,0
DEU,2.0,,,,,,,,,,,,,,,,,,,,,0
DEU,2.0,1.0,1.0,1.0,5.0,3.0,1.5529,1.1314,0.5441,1.2798,0.1163,,1.189,0.8211,-0.2476,-0.0575,0.6644,8.0,43.51,0.7394,0.4268,0
DEU,1.0,1.0,1.0,4.0,4.0,2.0,-0.5716,-0.0536,-0.5394,-0.4862,-0.9963,0.2878,-0.4763,-1.0693,-0.2233,0.5653,0.5179,8.0,44.14,-0.2559,0.0172,0
DEU,1.0,,,,,,,,,,,,,,,,,,,,,0
DEU,1.0,,,,,,,,,,,,,,,,,,,,,0
DEU,2.0,1.0,1.0,1.0,4.0,3.0,-0.527,1.1471,0.5155,-1.0989,0.2805,1.5442,0.3494,-1.7015,0.5277,0.1748,1.4794,8.0,56.0,-0.1711,0.277,0
DEU,1.0,1.0,1.0,1.0,3.0,2.0,1.4682,1.5093,2.093,0.0406,-0.2269,-0.4982,1.1526,1.5558,-0.5876,-1.1715,1.0985,8.0,74.66,-0.3427,0.5566,0
DEU,2.0,1.0,1.0,6.0,6.0,2.0,2.2513,0.9434,0.7064,-0.088,1.521,,1.8217,0.4357,,,,6.0,79.74,0.2003,0.2056,0
DEU,2.0,1.0,2.0,1.0,4.0,3.0,-1.3158,-0.2031,-0.5365,-1.0251,-4.2853,-0.5351,0.7331,-2.1346,-0.8772,2.635,-0.5787,5.0,76.49,0.9305,0.4535,0
DEU,2.0,1.0,1.0,1.0,1.0,1.0,-0.1853,-0.7858,,-3.1318,1.8521,-2.96,-2.4706,1.5558,-3.3218,2.6149,-3.1319,,33.76,-1.5822,-1.6549,0
DEU,2.0,1.0,1.0,2.0,3.0,5.0,-1.7818,0.8385,-0.3822,-0.7265,0.7952,0.8043,-2.4793,1.5558,-0.9871,-0.2045,-0.577,3.0,28.48,-1.5019,-1.9909,0
DEU,1.0,1.0,2.0,6.0,6.0,3.0,0.8389,1.4507,1.8494,-0.8532,1.521,0.7628,0.1777,-0.1002,2.2741,0.429,2.5865,6.0,50.37,1.3404,0.1339,0
DEU,2.0,1.0,1.0,1.0,3.0,1.0,0.4617,0.5159,-0.4794,-0.8147,-0.3649,-0.5806,0.801,1.5558,0.164,-2.3868,-0.6486,8.0,60.29,1.0248,0.8645,1
DEU,1.0,3.0,2.0,1.0,2.0,2.0,-0.9468,-0.7725,-1.169,-0.8807,-0.7478,-0.7024,-0.673,0.4357,-0.4237,1.1287,-0.8447,3.0,62.39,0.2002,-0.6298,0
DEU,1.0,1.0,2.0,3.0,2.0,3.0,-0.4492,1.1073,-1.148,-0.0481,-0.339,-0.8222,0.2002,-0.1002,-0.5668,1.2587,-0.3154,9.0,75.54,0.5054,0.9325,0
DEU,2.0,1.0,1.0,5.0,5.0,3.0,0.3122,0.0271,1.8105,1.0172,0.9252,1.5514,-0.0968,0.1475,-0.4632,0.3378,0.5537,3.0,47.83,0.1155,-0.9405,0
DEU,1.0,1.0,1.0,2.0,6.0,4.0,0.9538,0.7639,0.8566,0.0567,0.7558,0.4087,1.843,0.1475,1.289,-0.5006,0.0231,10.0,82.41,1.5986,1.5252,0
DEU,1.0,1.0,1.0,6.0,,3.0,-1.0898,,-1.053,0.2189,0.3361,,1.8365,,-1.6201,1.0112,0.4562,10.0,,1.7219,1.1194,0
DEU,1.0,1.0,1.0,6.0,6.0,4.0,0.6615,0.7356,0.5327,-0.7055,0.5858,-0.244,-0.1273,0.8211,-0.1932,-1.2286,-0.9795,6.0,62.45,0.8986,0.1749,0
DEU,1.0,1.0,1.0,3.0,6.0,3.0,0.8405,0.7289,2.0746,0.9475,-4.2853,-0.8562,1.843,0.8211,2.3246,-1.2756,2.1358,8.0,67.11,0.7195,0.864,1
DEU,2.0,2.0,2.0,5.0,4.0,1.0,-0.6458,0.1742,-0.3655,-0.4585,-0.339,-0.6608,-0.8779,-0.1002,-0.693,-0.5191,-0.225,6.0,57.38,0.5348,-0.0749,0
DEU,1.0,1.0,1.0,,5.0,3.0,0.7575,0.7356,-1.1198,-0.9239,-0.6505,0.429,-0.3444,-1.7015,-0.5856,0.9946,-0.09,10.0,39.02,-0.2531,-0.0783,0
DEU,2.0,1.0,2.0,3.0,6.0,5.0,-1.1601,0.8759,-1.2336,-0.078,-0.339,1.8194,-1.1829,-0.8059,-1.2364,1.8028,0.2284,10.0,24.98,-1.4393,-0.8458,0
DEU,1.0,1.0,1.0,1.0,4.0,3.0,-0.485,0.8452,-0.731,-0.1591,-0.9963,-0.0787,1.843,1.5558,-0.7294,0.6566,-0.0823,3.0,43.33,-1.0784,-1.5312,0
DEU,2.0,1.0,1.0,6.0,6.0,6.0,3.1492,1.0491,0.4622,-0.6495,-1.0753,1.6483,-1.3376,1.5558,-0.5051,0.8918,0.7725,8.0,43.51,1.6465,0.811,0
DEU,2.0,2.0,3.0,3.0,3.0,1.0,-0.7752,-0.1551,1.0687,-0.6652,0.657,,-1.2107,0.1475,,,,8.0,,-0.8438,0.1624,0
DEU,2.0,1.0,1.0,5.0,5.0,2.0,0.1024,1.0491,1.0969,1.7721,1.8521,,1.7777,0.8211,2.2733,-2.3558,1.2923,9.0,81.05,1.0501,1.2672,1
DEU,1.0,,,,,,,,,,,,,,,,,,,,,0
DEU,2.0,1.0,1.0,3.0,4.0,2.0,-0.1168,-0.7125,2.7797,1.5319,1.1972,1.7365,-0.707,-1.7015,1.82,0.8918,1.0229,1.0,26.85,-0.5096,-2.6169,0
DEU,2.0,,,1.0,3.0,2.0,-0.572,0.1386,1.8771,0.6592,0.2234,,-0.5195,0.1475,-0.2741,0.1932,0.0965,,,-0.2173,,0
