CNT,ST004D01T,ST062Q01TA,ST062Q02TA,ST294Q02JA,ST295Q02JA,ST296Q04JA,RELATST,BELONG,PERSEVAGR,CURIOAGR,GROSAGR,FAMSUP,DISCLIM,TEACHSUP,MATHEFF,ANXMAT,MATHPERS,HISCED,HISEI,HOMEPOS,ESCS,top_10_percent
NLD,1.0,1.0,1.0,1.0,2.0,1.0,-0.4221,-0.1058,-1.3216,-0.8348,-3.5994,0.5113,-0.649,-0.5635,-0.4063,0.1031,-0.9533,8.0,76.49,-0.0253,0.7257,0
NLD,2.0,1.0,1.0,6.0,3.0,1.0,-0.5475,-0.0292,0.3597,-0.3086,-0.4099,1.6077,-0.0504,-1.0693,0.128,0.544,0.0355,8.0,24.53,-1.5667,-0.9083,0
NLD,1.0,1.0,2.0,2.0,6.0,4.0,-0.5138,-1.0375,-0.5087,-0.8286,-0.6612,0.6634,-0.8854,0.8211,-0.8227,0.1931,1.4389,9.0,76.65,1.096,1.2036,0
NLD,1.0,1.0,1.0,1.0,3.0,1.0,1.0237,-0.8596,-1.2558,-0.1341,-1.0261,-1.6711,-2.4517,-0.3322,1.1556,-1.2286,-1.2381,8.0,60.29,0.7214,0.736,1
NLD,2.0,1.0,1.0,,,,-1.0153,0.7716,,-0.8506,-1.1501,-1.0501,0.1873,-1.3627,,,,,28.48,-0.9543,-1.0763,0
NLD,1.0,1.0,1.0,6.0,6.0,5.0,-0.6193,-0.8792,0.3039,2.4162,-0.0144,-1.0785,-1.1755,-1.7015,-0.0632,-0.1514,1.0775,9.0,17.0,-0.5746,-0.6303,0
NLD,2.0,1.0,1.0,1.0,4.0,2.0,-0.2699,-0.4867,0.1897,-0.4931,0.7892,-0.1758,-0.0968,0.1475,0.5713,-2.3755,0.3167,9.0,73.38,0.2505,0.7837,0
NLD,2.0,1.0,1.0,,,,,,,,,,-0.0787,,,,,10.0,,1.0919,0.9571,0
NLD,2.0,1.0,1.0,2.0,3.0,1.0,1.1311,2.7308,-0.1834,-0.2505,-1.3155,0.9673,0.3658,0.1475,2.2506,-2.249,0.0561,10.0,61.6,0.9693,0.8657,0
NLD,2.0,1.0,1.0,2.0,4.0,2.0,-0.8776,-0.0397,-1.0625,-0.0392,-3.5994,0.3947,-1.319,-0.5635,2.157,0.4067,-1.3795,4.0,39.02,0.3012,-0.5205,1
NLD,1.0,1.0,1.0,3.0,6.0,3.0,0.7694,-0.8408,0.6183,-0.3295,1.5502,-0.5071,-0.5233,-0.5635,1.1956,-1.6826,0.3837,8.0,76.49,0.5267,0.9594,0
NLD,1.0,1.0,1.0,3.0,3.0,2.0,0.6987,-0.7711,-0.227,-0.5844,-0.145,-1.0633,-0.6931,-0.5635,-0.9627,-0.3794,-0.1042,,70.5,-0.573,-0.2795,0
NLD,2.0,1.0,1.0,2.0,4.0,3.0,-0.1726,-0.4867,0.0035,0.1909,-0.16,0.2444,0.1295,-0.1002,-0.8137,-0.5191,-0.0589,4.0,70.09,-0.3132,-0.1941,0
NLD,2.0,1.0,1.0,1.0,6.0,3.0,1.0653,1.1314,-0.024,-0.2776,-0.145,1.6813,0.7631,0.8211,-0.5403,-0.5006,-0.6369,9.0,74.66,0.4259,0.8822,1
NLD,2.0,1.0,1.0,1.0,4.0,3.0,-0.0767,0.9331,-0.5601,-0.0442,1.0838,0.0841,0.7097,-1.3627,0.6213,0.1748,0.4474,10.0,60.93,2.1079,1.3353,0
NLD,1.0,1.0,3.0,3.0,3.0,1.0,-0.5698,-0.4901,-0.9305,-0.6987,-0.3061,-0.6957,-0.1254,-0.1002,-1.4246,-2.3755,-3.0638,8.0,17.0,0.1614,-0.3185,0
NLD,2.0,2.0,2.0,1.0,1.0,1.0,0.3147,1.4683,-0.4748,-0.6254,-3.5994,,-0.1126,-0.5635,-3.1985,-2.249,,8.0,25.95,-0.1866,-0.297,0
NLD,2.0,1.0,1.0,1.0,5.0,3.0,-0.3243,-0.3485,-0.33,-0.2505,-0.7393,-0.003,-0.3272,-0.3322,-0.6921,0.3378,-0.0756,9.0,74.79,1.2151,1.2189,1
NLD,1.0,1.0,1.0,6.0,6.0,6.0,0.1349,-1.6034,0.5975,-0.1786,-0.145,0.1061,-0.5252,-1.0693,-3.3919,2.5078,-2.4555,8.0,55.96,0.9986,0.7717,0
NLD,2.0,1.0,1.0,4.0,4.0,3.0,-1.0649,-0.8512,-0.4004,-1.1612,-1.3155,-0.053,-0.3695,-1.7015,-0.4597,0.3378,-1.0377,10.0,56.03,0.7453,0.6657,0
NLD,1.0,1.0,1.0,3.0,4.0,3.0,-0.4652,-0.3261,-0.2863,-0.212,-0.3061,-0.7396,0.165,0.8211,2.0567,-1.6297,-0.3475,9.0,62.45,-0.0725,0.4406,0
NLD,2.0,1.0,1.0,1.0,5.0,3.0,-0.3898,0.7289,0.0692,-0.4029,-0.3061,0.9876,0.9899,0.4357,0.7369,-1.299,1.4782,8.0,68.7,0.4099,0.7629,0
NLD,2.0,,,,,,,,,,,,,,,,,,,,,0
NLD,2.0,1.0,1.0,,,,-0.39,,,,,,,,,,,4.0,,0.9887,0.5606,0
NLD,1.0,,,,,,,,,,,,,,,,,,,,,0
NLD,2.0,1.0,1.0,2.0,3.0,3.0,0.3926,0.1999,-0.148,0.8768,0.5933,-0.6536,-0.5532,-0.5635,-0.5363,-1.0075,-0.4154,8.0,73.91,-0.014,0.6817,0
NLD,1.0,2.0,3.0,3.0,3.0,1.0,-0.5632,-0.471,0.774,-0.8206,-3.5994,1.7802,-0.9971,-1.0693,-0.6258,0.3729,-1.4975,8.0,26.85,0.4541,-0.0086,0
NLD,1.0,1.0,1.0,4.0,4.0,1.0,0.8598,-0.4867,1.3094,0.2099,,,,,,,,9.0,24.98,-1.3547,-0.81,0
NLD,1.0,1.0,2.0,3.0,4.0,3.0,-0.7607,0.483,-0.035,-0.3807,-0.4201,-0.7837,-0.0903,-1.0693,-0.18,0.3729,-0.9391,9.0,31.08,1.4182,0.4796,0
NLD,2.0,1.0,1.0,2.0,5.0,1.0,1.1866,0.7356,-0.2162,0.0903,-0.3061,0.3007,0.6533,-0.1002,0.6991,-1.6654,1.9452,8.0,72.3,0.9329,1.0524,0
NLD,2.0,1.0,1.0,6.0,6.0,2.0,0.6314,0.5159,0.5542,-0.3331,-0.3061,0.6847,0.4768,0.4357,0.3496,-0.7447,-0.0794,10.0,,1.0292,0.9477,0
NLD,1.0,1.0,2.0,6.0,4.0,5.0,-0.4076,-0.3128,-0.6854,-0.6929,-0.3061,-0.0394,1.7777,-2.9095,-0.302,,-1.0484,9.0,17.0,0.1695,-0.3151,0
NLD,2.0,1.0,2.0,2.0,2.0,5.0,0.151,0.335,-0.1045,-1.6818,-0.3061,,-0.1354,1.5558,-3.3486,,-0.1064,9.0,52.72,-1.1679,-0.2071,0
NLD,2.0,1.0,1.0,5.0,5.0,4.0,-0.2456,0.6428,0.0954,-0.105,-3.5994,-0.0746,0.3494,1.5558,1.1602,-0.1371,0.9356,9.0,82.41,1.0844,1.3074,0
NLD,2.0,,,2.0,1.0,1.0,-0.2424,-0.0909,-0.4645,-0.5785,-1.1501,1.7262,-0.1124,-1.0693,0.0501,-0.3744,-0.2506,3.0,26.64,-0.3523,-1.5388,0
NLD,1.0,1.0,1.0,3.0,6.0,5.0,-0.7129,-0.6393,-0.177,-0.817,-1.0261,0.2991,-0.33,-0.8059,-1.3561,0.133,0.0877,8.0,62.13,0.3586,0.6171,0
NLD,1.0,1.0,2.0,3.0,4.0,3.0,0.6613,0.9614,-0.7048,0.8782,0.6737,0.1874,-0.1124,-0.8059,-0.1867,0.4252,-0.1184,8.0,26.62,-1.4979,-0.8397,0
NLD,2.0,1.0,2.0,1.0,3.0,4.0,-0.2004,-0.6508,-0.314,-0.8774,0.3202,-0.4562,-0.526,0.1475,-0.3124,-0.3794,0.5069,10.0,50.37,-0.4371,0.0581,0
NLD,1.0,1.0,1.0,6.0,6.0,3.0,-0.4734,-0.3128,-0.6439,-1.3341,-0.0144,0.4209,1.7914,-0.8059,-0.7644,-0.0423,0.3048,9.0,79.74,-0.0523,0.7756,0
NLD,1.0,1.0,1.0,4.0,4.0,4.0,-1.065,0.3519,-0.6876,-0.7946,-1.3155,1.1238,-0.3029,-0.5635,-0.7392,-0.0575,-0.003,9.0,73.91,0.3025,0.8157,0
NLD,2.0,1.0,2.0,4.0,3.0,2.0,-1.4096,-0.5722,-0.7497,-0.9332,-0.3061,0.9731,-0.1273,-2.9095,-1.3609,0.429,-0.43,10.0,51.25,0.862,0.6249,0
NLD,1.0,1.0,1.0,1.0,3.0,3.0,-0.6778,0.7639,0.3514,-1.5686,-0.864,-0.8873,-0.8063,-0.5635,-1.1488,1.0112,-1.4759,4.0,31.08,0.4069,-0.6257,0
NLD,2.0,1.0,1.0,2.0,2.0,1.0,0.544,0.114,0.2513,-0.2378,-0.16,-0.4363,-0.33,-0.1002,-0.3656,-0.5006,-0.3668,8.0,43.33,0.3248,0.2478,0
NLD,2.0,1.0,2.0,1.0,3.0,1.0,-1.0215,0.6428,-0.5743,-1.2916,0.8823,-2.5737,-0.322,-0.3322,-0.4312,-0.3794,-0.4225,9.0,75.54,-0.3898,0.5533,0
NLD,2.0,1.0,1.0,4.0,4.0,2.0,-0.3842,0.0311,-0.8658,-1.121,-0.3061,-0.0398,0.1997,-0.5635,0.0564,-0.3744,-0.1377,9.0,75.54,0.6094,0.9765,0
NLD,1.0,1.0,1.0,3.0,4.0,6.0,-0.7749,-0.2031,-0.8968,-0.6186,-0.3061,,-0.9755,-0.1002,-0.7594,,,4.0,43.33,-0.3619,-0.72,0
NLD,2.0,2.0,3.0,1.0,1.0,1.0,-0.7213,-0.471,-0.267,-0.8284,0.3133,-0.773,0.5807,-1.7015,0.3983,0.3729,-0.566,8.0,72.3,1.0184,1.0886,0
NLD,2.0,1.0,1.0,2.0,2.0,3.0,-1.199,-0.1871,0.001,-0.8554,-1.1501,-0.9318,-0.0504,-0.5635,0.039,-0.3744,-1.1703,8.0,65.12,1.2981,1.0714,0
NLD,2.0,1.0,1.0,6.0,6.0,5.0,-0.279,-0.471,-0.6818,-0.4546,-0.16,-0.1316,-0.0691,-0.8059,-0.7117,0.051,-0.1671,9.0,20.91,-0.7519,-0.6315,0
NLD,2.0,1.0,1.0,3.0,3.0,1.0,-0.9541,1.1471,-1.2288,-1.2264,1.2952,-0.817,-0.1219,-0.1002,,,,4.0,81.92,-0.3642,0.0077,0
NLD,2.0,1.0,1.0,2.0,5.0,4.0,2.7765,0.6428,-0.9534,1.821,0.0944,0.6617,0.1751,-0.1002,-0.4481,-0.3794,-0.4739,8.0,75.5,0.6327,0.9856,0
NLD,1.0,1.0,1.0,1.0,4.0,3.0,0.7431,0.8759,-1.0915,-0.3762,-0.0033,0.3988,0.793,-0.8059,0.092,-2.3755,1.2276,8.0,44.94,-0.4586,-0.0536,0
NLD,2.0,1.0,1.0,3.0,3.0,4.0,0.4478,-0.4238,0.4016,-0.8154,-1.1501,0.2399,1.843,0.8211,-0.8847,-0.2704,0.6199,9.0,76.49,-0.8816,0.363,0
NLD,2.0,1.0,1.0,1.0,3.0,1.0,-0.8776,0.7289,-0.3661,-1.47,-0.7393,-0.2999,-0.6497,-0.5635,-1.3764,-0.2045,-1.2487,4.0,56.41,0.3683,-0.1637,0
NLD,2.0,1.0,1.0,3.0,4.0,2.0,0.8349,0.6622,-0.4125,-0.6154,0.2143,0.7822,-0.1499,1.5558,0.3009,-2.3945,-0.4413,8.0,,0.0925,-0.1808,0
NLD,1.0,1.0,1.0,3.0,3.0,2.0,0.6766,-3.2564,-0.2138,-0.6707,-0.2045,1.6661,0.757,-1.0693,-0.1924,-2.3755,1.6696,9.0,,-0.7593,-0.3845,0
NLD,1.0,1.0,1.0,5.0,5.0,1.0,0.3147,0.7029,-0.5335,-0.7285,-0.0033,0.0011,1.0136,1.5558,0.0919,-2.3945,-1.0689,8.0,62.13,0.2395,0.5666,0
NLD,2.0,1.0,1.0,5.0,5.0,2.0,-0.4851,-0.1981,0.0431,-0.7597,-0.16,-0.6499,-0.1273,-0.3322,-1.4716,0.1748,0.0795,8.0,52.7,-0.4134,0.1121,0
NLD,2.0,1.0,2.0,,,,,,,,,,-0.5195,1.5558,,,,,46.38,-0.585,-0.4016,0
NLD,2.0,1.0,1.0,1.0,5.0,2.0,-0.4558,0.7639,0.0298,-0.6855,0.362,-0.4835,-0.0968,-0.8059,0.9557,-2.249,1.0113,9.0,84.14,-0.2015,0.7954,0
NLD,1.0,1.0,1.0,1.0,5.0,4.0,0.154,0.0271,-0.3408,-0.0281,-0.0144,0.0101,-0.3586,-0.5635,-0.191,-0.1371,-0.2512,10.0,85.41,1.0458,1.3477,1
NLD,1.0,1.0,1.0,1.0,6.0,4.0,-0.4966,-0.1618,0.0046,-0.9032,0.7798,0.9912,-2.4425,-1.3627,-0.9534,0.051,-0.2581,8.0,75.54,0.6137,0.9783,0
NLD,2.0,1.0,1.0,6.0,6.0,3.0,1.2189,0.0932,-0.5532,-0.6098,-0.2196,0.1583,-0.322,0.1475,0.008,-1.2756,-0.6006,9.0,73.38,-0.3452,0.5314,0
NLD,2.0,1.0,1.0,3.0,6.0,3.0,1.8408,-0.3073,-1.0721,-0.9155,0.7798,-0.4244,-0.7086,-0.5635,-0.8469,0.3025,-0.2489,2.0,17.0,-0.7884,-2.4132,0
NLD,1.0,1.0,1.0,4.0,3.0,2.0,-0.2323,0.5453,-0.788,-0.4794,-0.3061,1.9567,-0.1361,-1.0693,,,-0.4806,9.0,,-0.6252,0.5229,0
NLD,1.0,1.0,1.0,1.0,6.0,3.0,0.2464,0.1999,-0.7643,-1.022,-1.1501,0.6744,0.7793,-0.3322,0.8163,-0.2045,-0.2074,5.0,19.83,0.4946,-0.801,0
NLD,1.0,1.0,1.0,2.0,,4.0,-0.2205,-0.3485,-0.6331,-0.4154,-0.3061,-0.0928,-0.1124,-1.0693,-0.191,-0.3744,-0.1145,4.0,57.38,-0.6875,-0.5926,0
NLD,2.0,,,,,,,,,,,,,,,,,,,,,0
NLD,2.0,1.0,1.0,1.0,5.0,3.0,-0.1496,-0.2482,-0.6035,-0.9767,1.1588,-0.6176,-0.8854,-0.8059,-0.621,-0.638,-0.7431,4.0,44.94,0.6632,-0.2554,0
NLD,1.0,1.0,1.0,1.0,5.0,2.0,0.3548,-0.3485,-0.7267,-1.1712,-0.16,0.0003,-0.0724,0.4357,-0.0473,-0.5006,0.0104,8.0,76.49,1.0809,1.1942,0
NLD,1.0,1.0,2.0,3.0,5.0,4.0,-0.2356,0.0342,-0.2973,-0.9066,0.6684,,-0.5791,-0.8059,,-0.5852,-0.0087,3.0,43.85,-0.3283,-1.2037,0
NLD,1.0,1.0,1.0,4.0,4.0,2.0,-0.1242,-0.3397,-0.5554,-0.0686,-0.9359,-0.3286,-0.0522,-0.1002,-0.2049,-0.0575,0.5617,8.0,80.78,0.1309,0.8728,0
NLD,2.0,1.0,1.0,1.0,1.0,1.0,-0.6209,-0.5087,-0.7907,-0.6707,-0.9444,-0.7991,-2.3769,-0.3322,-0.8737,0.544,-0.3929,,,-1.3166,,0
NLD,2.0,1.0,1.0,1.0,1.0,1.0,-1.4751,0.3567,-1.1724,-0.231,0.6831,,,,,,,,29.73,0.4915,-0.3172,0
NLD,1.0,1.0,1.0,4.0,4.0,4.0,-0.2298,0.1124,-0.9622,-1.0624,-1.0261,-0.1142,-0.0691,-0.1002,,,,5.0,,-1.1414,-1.07,0
NLD,2.0,1.0,2.0,6.0,6.0,5.0,-1.0376,0.1602,-0.6499,-0.1426,-0.3061,-0.3338,-0.0784,-1.3627,0.0268,-1.6297,0.542,9.0,36.92,-0.6434,-0.2833,0
NLD,2.0,1.0,1.0,1.0,2.0,1.0,-0.7606,0.7356,0.4609,0.2706,0.2929,-1.3252,-1.373,1.5558,0.6821,-2.3945,-0.6512,9.0,44.92,-0.4906,-0.0675,0
NLD,2.0,,,,,,,,,,,,,,,,,,,,,0
NLD,2.0,1.0,1.0,6.0,4.0,4.0,-0.9539,0.5096,0.029,-0.9867,-0.3061,-0.3212,-1.0423,-1.0693,-0.8866,0.1748,-0.2465,8.0,57.38,-0.1833,0.2979,0
NLD,2.0,1.0,1.0,1.0,3.0,2.0,0.6386,0.0342,-0.8956,0.2187,0.5527,-0.0732,-0.3306,0.8211,2.195,-0.2758,-1.1718,10.0,72.3,1.3545,1.2309,1
NLD,2.0,1.0,1.0,1.0,5.0,3.0,0.1729,0.8273,-0.5863,0.4922,-0.145,-0.0355,-0.1219,-0.3322,-0.4815,-0.3794,-0.8541,10.0,88.7,0.9674,1.3766,0
NLD,1.0,1.0,1.0,1.0,6.0,4.0,-0.834,-0.7485,-1.1361,-1.3515,-0.3061,,-0.5304,-0.8059,-0.3751,-0.3744,-0.8322,9.0,71.39,0.8932,1.0184,0
NLD,1.0,1.0,1.0,1.0,6.0,2.0,-0.2298,-0.7438,-0.1996,-0.89,0.6737,-0.6538,-0.0724,-1.0693,-1.1533,-0.3794,0.6482,8.0,51.56,-0.4063,0.0935,0
NLD,2.0,1.0,1.0,5.0,4.0,3.0,0.5827,1.4416,0.0907,-0.1603,0.2859,0.356,0.6533,-0.5635,-0.1339,-2.382,2.8282,8.0,76.65,1.1464,1.2249,0
NLD,2.0,1.0,1.0,1.0,1.0,1.0,0.027,0.5096,-0.6473,-0.7198,-0.8111,-0.1466,-0.1126,-1.0693,-3.3447,-2.382,0.5421,10.0,26.64,-0.413,-0.3798,0
NLD,2.0,1.0,1.0,1.0,5.0,4.0,0.2778,0.0179,1.1434,0.2802,-0.145,,0.1751,1.5558,0.4929,,-0.0833,10.0,85.85,0.5252,1.1355,1
NLD,2.0,1.0,1.0,2.0,4.0,4.0,-1.2221,-0.2001,-0.2553,-0.47,-0.4201,-0.8283,0.4277,-1.3627,-0.9608,0.8757,-1.0326,8.0,,0.0439,0.1537,0
NLD,2.0,1.0,1.0,3.0,4.0,2.0,-0.3561,0.359,0.4985,-0.702,0.6831,-0.594,-0.7145,-0.1002,-0.2253,-2.382,-0.3421,4.0,58.07,0.0505,-0.267,0
NLD,2.0,1.0,1.0,2.0,3.0,3.0,-0.4885,-0.774,-0.0463,0.1269,-0.0144,0.335,0.3658,-0.5635,-0.0897,-0.3744,0.1263,4.0,65.12,0.8413,0.2011,0
NLD,2.0,1.0,1.0,,,,,,,,,,-0.1254,-0.5635,,-0.3794,,8.0,,-1.0572,-0.2964,0
NLD,2.0,1.0,1.0,1.0,6.0,1.0,0.3007,-0.044,0.0873,-0.0241,-3.5994,-0.4634,-0.7263,-0.1002,-0.5366,-0.4577,-0.9869,8.0,75.54,1.5624,1.3801,1
NLD,2.0,1.0,1.0,5.0,4.0,3.0,-1.2174,2.4581,-0.489,-1.0119,0.5052,-0.2852,-0.8539,-2.9095,-0.6352,-2.382,-0.166,10.0,,0.2184,0.6773,0
NLD,2.0,1.0,1.0,6.0,6.0,1.0,0.5591,0.7356,-0.9278,-1.0571,1.5392,-2.0467,0.163,-0.8059,-0.643,-0.6243,0.2668,9.0,50.37,0.4751,0.4444,0
NLD,2.0,1.0,2.0,5.0,5.0,3.0,-0.5106,0.7639,-0.7204,-1.4788,-1.1501,-0.8985,-0.8615,-0.5635,0.1429,-0.1371,-1.9643,8.0,56.0,0.7132,0.6515,0
NLD,1.0,1.0,1.0,3.0,2.0,2.0,0.132,-0.6898,-1.0532,-0.3016,-0.145,1.8741,-0.8553,-0.3322,-0.5876,0.4067,0.2999,3.0,17.0,0.1882,-1.4919,0
NLD,1.0,1.0,1.0,2.0,5.0,3.0,-0.2921,0.7289,-0.0478,-0.2374,-0.3061,0.1394,-0.0902,-0.1002,0.1472,-0.5191,0.095,5.0,65.42,-0.0103,-0.154,0
NLD,1.0,1.0,2.0,1.0,6.0,4.0,-1.0201,-0.5964,-1.067,-0.8414,-0.0144,,-1.0311,-1.0693,0.1941,-0.0423,0.102,9.0,43.33,0.8214,0.4581,0
NLD,1.0,1.0,1.0,1.0,5.0,2.0,1.3468,-0.8848,1.1932,0.4769,-0.3061,1.4221,-0.1273,-1.0693,-1.4283,-0.2704,-0.8443,8.0,62.45,1.1775,0.97,0
NLD,1.0,1.0,2.0,2.0,6.0,2.0,0.6599,0.9434,-0.7701,-0.2101,0.0855,-0.8898,0.123,-0.8059,-1.6175,0.429,-0.2465,4.0,44.94,0.1561,-0.4702,0
NLD,1.0,1.0,1.0,4.0,4.0,2.0,0.0981,-0.3397,-0.5591,-1.1594,-0.3061,1.6367,-0.1361,0.4357,0.2953,-2.3558,-0.2703,8.0,44.92,0.4419,0.3274,0
NLD,2.0,1.0,1.0,1.0,5.0,2.0,0.1457,-0.4901,-0.1932,0.9066,0.5849,-0.0127,-0.5562,-0.5635,2.0086,-2.3755,-0.7359,9.0,82.41,1.3253,1.4094,1
NLD,2.0,1.0,1.0,1.0,3.0,3.0,1.2675,1.0846,-0.1222,1.236,0.1764,-0.0011,-0.1219,1.5558,0.3648,-1.2756,0.1055,3.0,39.02,1.2579,-0.623,1
NLD,2.0,1.0,1.0,4.0,4.0,2.0,-0.0572,0.6428,-0.5449,-1.1656,-0.16,-0.7866,-0.1668,0.8211,,1.2595,-1.133,8.0,29.16,0.6506,0.1182,0
NLD,1.0,1.0,3.0,6.0,6.0,3.0,2.5273,1.5093,-0.9344,-0.7714,0.5052,0.2395,-0.0611,1.5558,0.6614,-2.382,-0.3285,10.0,70.09,1.8409,1.3952,0
NLD,2.0,1.0,1.0,1.0,1.0,1.0,-0.6678,0.2003,-1.6157,-0.0061,0.6831,-0.9643,-1.0068,-2.9095,0.6136,-2.3558,-2.7837,10.0,26.64,0.7111,0.0963,0
NLD,2.0,1.0,1.0,5.0,5.0,4.0,0.0598,-0.47,1.8023,0.187,-0.0144,0.1504,-0.6468,-0.5635,,,,8.0,41.27,1.1699,0.5668,0
NLD,2.0,1.0,1.0,6.0,6.0,3.0,0.2263,-2.8168,3.4476,1.0681,,,-0.3306,1.5558,,,,4.0,56.0,-0.7656,-0.6517,0
NLD,2.0,1.0,1.0,2.0,4.0,3.0,-0.9055,-0.3128,-0.337,-0.7089,0.7798,0.4152,-0.2771,-0.3322,0.2642,0.1748,0.0137,4.0,85.85,0.8131,0.5805,1
NLD,2.0,1.0,1.0,1.0,3.0,1.0,2.2513,1.428,0.7111,1.0901,0.3972,0.6793,-0.5252,0.4357,0.6188,-1.6654,0.6761,8.0,79.74,1.0384,1.2375,0
NLD,1.0,1.0,2.0,2.0,,,-0.5141,-0.8952,,,,,,,,,,8.0,56.0,-0.902,-0.0326,0
NLD,1.0,1.0,1.0,6.0,6.0,3.0,0.011,-0.611,0.3164,0.4871,-0.145,,1.5567,1.5558,-0.8801,0.602,1.3893,8.0,65.12,0.2562,0.6302,0
NLD,1.0,1.0,1.0,1.0,6.0,3.0,0.2299,-0.044,-0.2261,-0.6112,-0.5185,-1.444,0.3045,1.5558,0.7675,-1.6826,0.3532,9.0,60.29,0.067,0.4589,1
NLD,2.0,1.0,1.0,4.0,4.0,2.0,-0.9471,0.4221,-0.7114,-0.9295,0.7798,1.7459,-1.0235,-0.1002,-3.4423,-2.3558,2.5962,8.0,54.86,-0.9468,-0.0731,0
NLD,2.0,1.0,1.0,5.0,5.0,3.0,-0.335,0.3379,-0.2023,-0.6438,-0.3061,-0.8596,-0.3312,-0.3322,0.4989,-0.9877,-0.2122,9.0,81.05,0.9483,1.2241,0
NLD,2.0,,2.0,2.0,3.0,3.0,-0.1875,0.6338,0.3295,-0.9519,-0.0259,,-0.8254,-0.8059,-0.9109,,,9.0,74.66,1.4282,1.3067,0
NLD,1.0,1.0,2.0,1.0,4.0,3.0,-0.0572,-0.3485,-0.6654,-0.7449,-0.3061,0.3324,-0.5195,-0.1002,0.546,-0.3744,-0.7673,8.0,75.5,0.5041,0.9312,0
NLD,1.0,1.0,1.0,2.0,5.0,5.0,-0.4734,0.2822,-0.3569,-0.4061,-0.3061,,-0.5502,-1.7015,-0.8737,0.8918,-0.048,8.0,43.33,0.1444,0.1714,0
NLD,1.0,2.0,2.0,4.0,4.0,4.0,-0.3931,-0.471,-1.1437,-0.893,-0.145,-2.7671,-0.1126,-1.0693,-1.3987,2.6109,-2.6809,8.0,,0.0299,0.3059,0
NLD,2.0,1.0,2.0,3.0,3.0,1.0,0.0408,1.4872,0.7715,-0.6309,2.0294,-0.9958,0.165,0.8211,0.6947,-0.3794,-0.9996,10.0,85.85,0.8894,1.2898,0
NLD,1.0,1.0,1.0,1.0,6.0,3.0,-0.8883,-0.47,-0.6052,-1.3626,-0.3061,-0.6332,0.6461,-1.0693,-0.0759,-0.3794,0.8799,8.0,79.49,0.319,0.9281,0
NLD,2.0,1.0,1.0,1.0,4.0,3.0,0.2464,-0.4867,0.4891,0.0204,-0.2927,0.9662,-0.8529,-0.1002,0.627,-0.5191,1.9715,8.0,28.48,-0.4519,-0.3616,0
NLD,1.0,1.0,1.0,1.0,5.0,3.0,-1.0751,-0.8691,-0.857,-1.1827,-0.3061,-0.2023,-0.5233,-2.1346,0.158,-0.0423,-0.5018,4.0,52.7,0.1139,-0.3416,0
NLD,1.0,1.0,1.0,2.0,5.0,6.0,-0.118,-0.0446,0.3802,-0.8591,0.5849,-0.6289,0.3926,0.1475,0.3933,-0.1371,0.3549,9.0,85.41,0.8466,1.2633,0
NLD,2.0,1.0,1.0,3.0,3.0,2.0,0.1457,0.1999,0.7061,-1.5225,0.2143,,-0.1114,-1.0693,-0.9354,-0.0394,-0.4693,8.0,65.64,0.2215,0.6253,0
NLD,1.0,1.0,3.0,1.0,6.0,5.0,-0.8978,0.5523,-0.3133,-1.0327,-0.8111,-0.8318,0.0585,-1.0693,-0.251,-0.5191,-0.5494,9.0,65.25,0.9557,0.9289,0
NLD,2.0,1.0,1.0,5.0,5.0,3.0,0.2555,1.1314,0.5711,0.3021,-0.5508,0.2208,0.4628,-0.8059,1.3237,-0.7447,0.248,9.0,76.65,1.1507,1.2267,0
NLD,2.0,1.0,2.0,6.0,6.0,2.0,0.9199,0.0271,0.68,0.3801,-0.0144,0.3194,-0.3444,-0.3322,-0.643,-0.3744,0.1887,5.0,71.39,0.5771,0.2075,0
NLD,1.0,1.0,1.0,5.0,5.0,4.0,0.1983,-0.6137,0.2124,-1.0536,-0.3061,-0.0687,-0.8126,-0.1002,-1.3282,0.8251,-0.5515,8.0,42.3,0.973,0.5029,0
NLD,1.0,1.0,1.0,6.0,6.0,3.0,0.011,-0.3397,-1.1041,-0.8983,-0.3061,1.626,1.6526,-1.0693,-0.5166,0.6387,0.1633,9.0,75.5,1.3358,1.2834,0
NLD,2.0,,,,,,,,,,,,,,,,,,,,,0
NLD,2.0,1.0,1.0,6.0,6.0,5.0,-0.202,-1.1027,0.348,0.0627,0.2929,-2.684,-0.0522,-1.0693,-0.251,-0.508,-0.5418,,,0.4621,,0
NLD,1.0,1.0,2.0,1.0,4.0,3.0,0.4469,1.1073,-0.1845,0.159,-0.9359,0.0652,0.7631,0.4357,-0.4112,1.1417,-0.4424,4.0,70.89,-0.1828,-0.1238,0
NLD,1.0,2.0,1.0,1.0,4.0,5.0,0.3903,-0.7074,-1.6418,1.2979,0.039,-1.419,-0.8126,-0.8059,-0.5391,0.4067,0.0093,1.0,17.0,-1.4428,-3.1981,0
NLD,1.0,1.0,1.0,1.0,4.0,3.0,-1.2522,-0.7485,-0.9987,-0.4322,-0.9359,-1.2379,-0.8254,-2.1346,-0.6012,0.6387,0.2781,5.0,,0.1276,-0.4734,1
NLD,2.0,1.0,2.0,,,,,,,,,,-0.0504,0.1475,,-2.382,,2.0,17.0,-0.5403,-2.3081,0
